title,title_en,position,team_name,height,weight,birthday,age,school,shusshin,shikaku,type,url,career_history,caps,representative_team,scraped_url,career_history_en,name_en,name_jp,league
A. Barbeary,A. Barbeary,Flanker,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),A. Barbeary,,premiership
Josh Bayliss,Josh Bayliss,Flanker,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),Josh Bayliss,,premiership
J. Bennett,J. Bennett,Lock,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),J. Bennett,,premiership
J. Coetzee,J. Coetzee,No. 8,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),J. Coetzee,,premiership
T. Cowan,T. Cowan,Flanker,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),T. Cowan,,premiership
H. Cuckson,H. Cuckson,Lock,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),H. Cuckson,,premiership
C. Donoghue,C. Donoghue,Flanker,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),C. Donoghue,,premiership
Tom Dunn,Tom Dunn,Hooker,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),Tom Dunn,,premiership
I. Emanuel,I. Emanuel,Prop,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),I. Emanuel,,premiership
Charlie Ewels,Charlie Ewels,Lock,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),Charlie Ewels,,premiership
D. Frost,D. Frost,Hooker,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),D. Frost,,premiership
A. Green,A. Green,Flanker,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),A. Green,,premiership
Archie Griffin,Archie Griffin,Prop,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),Archie Griffin,,premiership
Archie Griffin,Archie Griffin,Prop,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),Archie Griffin,,premiership
Ted Hill,Ted Hill,Flanker,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),Ted Hill,,premiership
W. Jeanes,W. Jeanes,Lock,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),W. Jeanes,,premiership
S. Kirk,S. Kirk,Prop,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),S. Kirk,,premiership
J. Maloney,J. Maloney,Lock,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),J. Maloney,,premiership
R. Molony,R. Molony,Lock,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),R. Molony,,premiership
Beno Obano,Beno Obano,Prop,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),Beno Obano,,premiership
E. Opoku Gyamfi,E. Opoku Gyamfi,Lock,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),E. Opoku Gyamfi,,premiership
M. Pearce,M. Pearce,Hooker,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),M. Pearce,,premiership
Guy Pepper,Guy Pepper,Flanker,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),Guy Pepper,,premiership
M. Reid,M. Reid,Flanker,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),M. Reid,,premiership
E. Richards,E. Richards,Flanker,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),E. Richards,,premiership
A. Ridgway,A. Ridgway,No. 8,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),A. Ridgway,,premiership
Quinn Roux,Quinn Roux,Lock,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),Quinn Roux,,premiership
B. Sela,B. Sela,Prop,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),B. Sela,,premiership
J. Spandler,J. Spandler,Hooker,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),J. Spandler,,premiership
E. Staddon,E. Staddon,Flanker,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),E. Staddon,,premiership
Will Stuart,Will Stuart,Prop,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),Will Stuart,,premiership
M. Summerfield,M. Summerfield,Prop,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),M. Summerfield,,premiership
G. Timmins,G. Timmins,Flanker,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),G. Timmins,,premiership
C. Treacey,C. Treacey,Flanker,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),C. Treacey,,premiership
K. Tuipulotu,K. Tuipulotu,Hooker,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),K. Tuipulotu,,premiership
Sam Underhill,Sam Underhill,Flanker,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),Sam Underhill,,premiership
K. Verden,K. Verden,Prop,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),K. Verden,,premiership
Thomas du Toit,Thomas du Toit,Prop,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),Thomas du Toit,,premiership
F. van Wyk,F. van Wyk,Prop,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),F. van Wyk,,premiership
Henry Arundell,Henry Arundell,Wing,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),Henry Arundell,,premiership
W. Butt,W. Butt,Centre,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),W. Butt,,premiership
T. Carr-Smith,T. Carr-Smith,Scrum-half,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),T. Carr-Smith,,premiership
Santiago Carreras,Santiago Carreras,Fullback,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),Santiago Carreras,,premiership
Joe Cokanasiga,Joe Cokanasiga,Wing,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),Joe Cokanasiga,,premiership
I. Davies,I. Davies,Scrum-half,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),I. Davies,,premiership
A. Emens,A. Emens,Wing,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),A. Emens,,premiership
C. Griffin,C. Griffin,Centre,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),C. Griffin,,premiership
S. Harris,S. Harris,Fly-half,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),S. Harris,,premiership
Chris Harris,Chris Harris,Centre,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),Chris Harris,,premiership
J. Harrison,J. Harrison,Centre,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),J. Harrison,,premiership
Louie Hennessey,Louie Hennessey,Centre,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),Louie Hennessey,,premiership
Ollie Lawrence,Ollie Lawrence,Centre,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),Ollie Lawrence,,premiership
J. Linegar,J. Linegar,Fly-half,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),J. Linegar,,premiership
T. Mason,T. Mason,Centre,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),T. Mason,,premiership
I. Mears,I. Mears,Scrum-half,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),I. Mears,,premiership
Will Muir,Will Muir,Wing,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),Will Muir,,premiership
T. Offiah,T. Offiah,Wing,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),T. Offiah,,premiership
Max Ojomoh,Max Ojomoh,Centre,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),Max Ojomoh,,premiership
Cameron Redpath,Cameron Redpath,Centre,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),Cameron Redpath,,premiership
W. Roue,W. Roue,Fly-half,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),W. Roue,,premiership
Finn Russell,Finn Russell,Fly-half,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),Finn Russell,,premiership
Ben Spencer,Ben Spencer,Scrum-half,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),Ben Spencer,,premiership
S. Winters,S. Winters,Wing,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),S. Winters,,premiership
J. Woods,J. Woods,Fullback,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),J. Woods,,premiership
T. de Glanville,T. de Glanville,Fullback,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),T. de Glanville,,premiership
N. le Roux,N. le Roux,Scrum-half,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),N. le Roux,,premiership
B. van der Linde,B. van der Linde,Scrum-half,Bath Rugby,,,,,,,,A,,Bath Rugby (2025 - ),,,,Bath Rugby (2025 - ),B. van der Linde,,premiership
S. Barker,S. Barker,Flanker,Bristol Bears,,,,,,,,A,,Bristol Bears (2025 - ),,,,Bristol Bears (2025 - ),S. Barker,,premiership
J. Batley,J. Batley,Lock,Bristol Bears,,,,,,,,A,,Bristol Bears (2025 - ),,,,Bristol Bears (2025 - ),J. Batley,,premiership
W. Capon,W. Capon,Hooker,Bristol Bears,,,,,,,,A,,Bristol Bears (2025 - ),,,,Bristol Bears (2025 - ),W. Capon,,premiership
L. Chawatama,L. Chawatama,Prop,Bristol Bears,,,,,,,,A,,Bristol Bears (2025 - ),,,,Bristol Bears (2025 - ),L. Chawatama,,premiership
K. Cripps,K. Cripps,Flanker,Bristol Bears,,,,,,,,A,,Bristol Bears (2025 - ),,,,Bristol Bears (2025 - ),K. Cripps,,premiership
J. Dun,J. Dun,Lock,Bristol Bears,,,,,,,,A,,Bristol Bears (2025 - ),,,,Bristol Bears (2025 - ),J. Dun,,premiership
J. Edwards,J. Edwards,Flanker,Bristol Bears,,,,,,,,A,,Bristol Bears (2025 - ),,,,Bristol Bears (2025 - ),J. Edwards,,premiership
Ellis Genge,Ellis Genge,Prop,Bristol Bears,,,,,,,,A,,Bristol Bears (2025 - ),,,,Bristol Bears (2025 - ),Ellis Genge,,premiership
S. Grahamslaw,S. Grahamslaw,Prop,Bristol Bears,,,,,,,,A,,Bristol Bears (2025 - ),,,,Bristol Bears (2025 - ),S. Grahamslaw,,premiership
Benjamín Grondona,Benjamín Grondona,No. 8,Bristol Bears,,,,,,,,A,,Bristol Bears (2025 - ),,,,Bristol Bears (2025 - ),Benjamín Grondona,,premiership
Santiago Grondona,Santiago Grondona,Flanker,Bristol Bears,,,,,,,,A,,Bristol Bears (2025 - ),,,,Bristol Bears (2025 - ),Santiago Grondona,,premiership
T. Gwilliam,T. Gwilliam,Hooker,Bristol Bears,,,,,,,,A,,Bristol Bears (2025 - ),,,,Bristol Bears (2025 - ),T. Gwilliam,,premiership
J. Halliwell,J. Halliwell,Prop,Bristol Bears,,,,,,,,A,,Bristol Bears (2025 - ),,,,Bristol Bears (2025 - ),J. Halliwell,,premiership
F. Harding,F. Harding,Flanker,Bristol Bears,,,,,,,,A,,Bristol Bears (2025 - ),,,,Bristol Bears (2025 - ),F. Harding,,premiership
K. Hill,K. Hill,Hooker,Bristol Bears,,,,,,,,A,,Bristol Bears (2025 - ),,,,Bristol Bears (2025 - ),K. Hill,,premiership
Luka Ivanishvili,Luka Ivanishvili,Flanker,Bristol Bears,,,,,,,,A,,Bristol Bears (2025 - ),,,,Bristol Bears (2025 - ),Luka Ivanishvili,,premiership
K. Jenkins,K. Jenkins,Lock,Bristol Bears,,,,,,,,A,,Bristol Bears (2025 - ),,,,Bristol Bears (2025 - ),K. Jenkins,,premiership
G. Kloska,G. Kloska,Prop,Bristol Bears,,,,,,,,A,,Bristol Bears (2025 - ),,,,Bristol Bears (2025 - ),G. Kloska,,premiership
M. Lahiff,M. Lahiff,Prop,Bristol Bears,,,,,,,,A,,Bristol Bears (2025 - ),,,,Bristol Bears (2025 - ),M. Lahiff,,premiership
Steven Luatua,Steven Luatua,Flanker,Bristol Bears,,,,,,,,A,,Bristol Bears (2025 - ),,,,Bristol Bears (2025 - ),Steven Luatua,,premiership
B. Mata,B. Mata,Flanker,Bristol Bears,,,,,,,,A,,Bristol Bears (2025 - ),,,,Bristol Bears (2025 - ),B. Mata,,premiership
Gabriel Oghre,Gabriel Oghre,Hooker,Bristol Bears,,,,,,,,A,,Bristol Bears (2025 - ),,,,Bristol Bears (2025 - ),Gabriel Oghre,,premiership
J. Owen,J. Owen,Lock,Bristol Bears,,,,,,,,A,,Bristol Bears (2025 - ),,,,Bristol Bears (2025 - ),J. Owen,,premiership
P. Pearce,P. Pearce,Flanker,Bristol Bears,,,,,,,,A,,Bristol Bears (2025 - ),,,,Bristol Bears (2025 - ),P. Pearce,,premiership
W. Ramply,W. Ramply,Lock,Bristol Bears,,,,,,,,A,,Bristol Bears (2025 - ),,,,Bristol Bears (2025 - ),W. Ramply,,premiership
Pedro Rubiolo,Pedro Rubiolo,Lock,Bristol Bears,,,,,,,,A,,Bristol Bears (2025 - ),,,,Bristol Bears (2025 - ),Pedro Rubiolo,,premiership
S. Scott,S. Scott,Prop,Bristol Bears,,,,,,,,A,,Bristol Bears (2025 - ),,,,Bristol Bears (2025 - ),S. Scott,,premiership
E. Surrey,E. Surrey,Lock,Bristol Bears,,,,,,,,A,,Bristol Bears (2025 - ),,,,Bristol Bears (2025 - ),E. Surrey,,premiership
G. Taylor,G. Taylor,Lock,Bristol Bears,,,,,,,,A,,Bristol Bears (2025 - ),,,,Bristol Bears (2025 - ),G. Taylor,,premiership
H. Thacker,H. Thacker,Hooker,Bristol Bears,,,,,,,,A,,Bristol Bears (2025 - ),,,,Bristol Bears (2025 - ),H. Thacker,,premiership
L. Trevett,L. Trevett,Prop,Bristol Bears,,,,,,,,A,,Bristol Bears (2025 - ),,,,Bristol Bears (2025 - ),L. Trevett,,premiership
J. Woolmore,J. Woolmore,Prop,Bristol Bears,,,,,,,,A,,Bristol Bears (2025 - ),,,,Bristol Bears (2025 - ),J. Woolmore,,premiership
T. Baker,T. Baker,Centre,Bristol Bears,,,,,,,,A,,Bristol Bears (2025 - ),,,,Bristol Bears (2025 - ),T. Baker,,premiership
J. Bates,J. Bates,Centre,Bristol Bears,,,,,,,,A,,Bristol Bears (2025 - ),,,,Bristol Bears (2025 - ),J. Bates,,premiership
E. Bevan,E. Bevan,Scrum-half,Bristol Bears,,,,,,,,A,,Bristol Bears (2025 - ),,,,Bristol Bears (2025 - ),E. Bevan,,premiership
A. Boshoff,A. Boshoff,Wing,Bristol Bears,,,,,,,,A,,Bristol Bears (2025 - ),,,,Bristol Bears (2025 - ),A. Boshoff,,premiership
J. Carrington,J. Carrington,Fullback,Bristol Bears,,,,,,,,A,,Bristol Bears (2025 - ),,,,Bristol Bears (2025 - ),J. Carrington,,premiership
Benjamín Elizalde,Benjamín Elizalde,Fullback,Bristol Bears,,,,,,,,A,,Bristol Bears (2025 - ),,,,Bristol Bears (2025 - ),Benjamín Elizalde,,premiership
T. Fricker,T. Fricker,Wing,Bristol Bears,,,,,,,,A,,Bristol Bears (2025 - ),,,,Bristol Bears (2025 - ),T. Fricker,,premiership
O. Harris,O. Harris,Wing,Bristol Bears,,,,,,,,A,,Bristol Bears (2025 - ),,,,Bristol Bears (2025 - ),O. Harris,,premiership
N. Heward,N. Heward,Wing,Bristol Bears,,,,,,,,A,,Bristol Bears (2025 - ),,,,Bristol Bears (2025 - ),N. Heward,,premiership
G. Ibitoye,G. Ibitoye,Wing,Bristol Bears,,,,,,,,A,,Bristol Bears (2025 - ),,,,Bristol Bears (2025 - ),G. Ibitoye,,premiership
B. Janse van Rensburg,B. Janse van Rensburg,Centre,Bristol Bears,,,,,,,,A,,Bristol Bears (2025 - ),,,,Bristol Bears (2025 - ),B. Janse van Rensburg,,premiership
J. Jenkins,J. Jenkins,Centre,Bristol Bears,,,,,,,,A,,Bristol Bears (2025 - ),,,,Bristol Bears (2025 - ),J. Jenkins,,premiership
Tom Jordan,Tom Jordan,Centre,Bristol Bears,,,,,,,,A,,Bristol Bears (2025 - ),,,,Bristol Bears (2025 - ),Tom Jordan,,premiership
R. Lane,R. Lane,Wing,Bristol Bears,,,,,,,,A,,Bristol Bears (2025 - ),,,,Bristol Bears (2025 - ),R. Lane,,premiership
O. Lennon,O. Lennon,Scrum-half,Bristol Bears,,,,,,,,A,,Bristol Bears (2025 - ),,,,Bristol Bears (2025 - ),O. Lennon,,premiership
AJ MacGinty,AJ MacGinty,Fly-half,Bristol Bears,,,,,,,,A,,Bristol Bears (2025 - ),,,,Bristol Bears (2025 - ),AJ MacGinty,,premiership
Kieran Marmion,Kieran Marmion,Scrum-half,Bristol Bears,,,,,,,,A,,Bristol Bears (2025 - ),,,,Bristol Bears (2025 - ),Kieran Marmion,,premiership
Matias Moroni,Matias Moroni,Centre,Bristol Bears,,,,,,,,A,,Bristol Bears (2025 - ),,,,Bristol Bears (2025 - ),Matias Moroni,,premiership
E. Morris,E. Morris,Centre,Bristol Bears,,,,,,,,A,,Bristol Bears (2025 - ),,,,Bristol Bears (2025 - ),E. Morris,,premiership
M. Pepper,M. Pepper,Scrum-half,Bristol Bears,,,,,,,,A,,Bristol Bears (2025 - ),,,,Bristol Bears (2025 - ),M. Pepper,,premiership
C. Powell,C. Powell,Wing,Bristol Bears,,,,,,,,A,,Bristol Bears (2025 - ),,,,Bristol Bears (2025 - ),C. Powell,,premiership
M. Protheroe,M. Protheroe,Wing,Bristol Bears,,,,,,,,A,,Bristol Bears (2025 - ),,,,Bristol Bears (2025 - ),M. Protheroe,,premiership
Harry Randall,Harry Randall,Scrum-half,Bristol Bears,,,,,,,,A,,Bristol Bears (2025 - ),,,,Bristol Bears (2025 - ),Harry Randall,,premiership
Kalaveti Ravouvou,Kalaveti Ravouvou,Centre,Bristol Bears,,,,,,,,A,,Bristol Bears (2025 - ),,,,Bristol Bears (2025 - ),Kalaveti Ravouvou,,premiership
Louis Rees-Zammit,Louis Rees-Zammit,Wing,Bristol Bears,,,,,,,,A,,Bristol Bears (2025 - ),,,,Bristol Bears (2025 - ),Louis Rees-Zammit,,premiership
R. Weston,R. Weston,Fly-half,Bristol Bears,,,,,,,,A,,Bristol Bears (2025 - ),,,,Bristol Bears (2025 - ),R. Weston,,premiership
J. Williams,J. Williams,Centre,Bristol Bears,,,,,,,,A,,Bristol Bears (2025 - ),,,,Bristol Bears (2025 - ),J. Williams,,premiership
S. Wolstenholme,S. Wolstenholme,Scrum-half,Bristol Bears,,,,,,,,A,,Bristol Bears (2025 - ),,,,Bristol Bears (2025 - ),S. Wolstenholme,,premiership
S. Worsley,S. Worsley,Fly-half,Bristol Bears,,,,,,,,A,,Bristol Bears (2025 - ),,,,Bristol Bears (2025 - ),S. Worsley,,premiership
V. Worsnip,V. Worsnip,Centre,Bristol Bears,,,,,,,,A,,Bristol Bears (2025 - ),,,,Bristol Bears (2025 - ),V. Worsnip,,premiership
J. Bailey,J. Bailey,Lock,Exeter Chiefs,,,,,,,,A,,Exeter Chiefs (2025 - ),,,,Exeter Chiefs (2025 - ),J. Bailey,,premiership
O. Beckerleg,O. Beckerleg,Lock,Exeter Chiefs,,,,,,,,A,,Exeter Chiefs (2025 - ),,,,Exeter Chiefs (2025 - ),O. Beckerleg,,premiership
A. Bell,A. Bell,Lock,Exeter Chiefs,,,,,,,,A,,Exeter Chiefs (2025 - ),,,,Exeter Chiefs (2025 - ),A. Bell,,premiership
C. Bell,C. Bell,Lock,Exeter Chiefs,,,,,,,,A,,Exeter Chiefs (2025 - ),,,,Exeter Chiefs (2025 - ),C. Bell,,premiership
K. Blose,K. Blose,Prop,Exeter Chiefs,,,,,,,,A,,Exeter Chiefs (2025 - ),,,,Exeter Chiefs (2025 - ),K. Blose,,premiership
E. Burger,E. Burger,Prop,Exeter Chiefs,,,,,,,,A,,Exeter Chiefs (2025 - ),,,,Exeter Chiefs (2025 - ),E. Burger,,premiership
R. Capstick,R. Capstick,Flanker,Exeter Chiefs,,,,,,,,A,,Exeter Chiefs (2025 - ),,,,Exeter Chiefs (2025 - ),R. Capstick,,premiership
Joseph Dweba,Joseph Dweba,Hooker,Exeter Chiefs,,,,,,,,A,,Exeter Chiefs (2025 - ),,,,Exeter Chiefs (2025 - ),Joseph Dweba,,premiership
A. Evans-Fecci,A. Evans-Fecci,Prop,Exeter Chiefs,,,,,,,,A,,Exeter Chiefs (2025 - ),,,,Exeter Chiefs (2025 - ),A. Evans-Fecci,,premiership
G. Fisilau,G. Fisilau,Flanker,Exeter Chiefs,,,,,,,,A,,Exeter Chiefs (2025 - ),,,,Exeter Chiefs (2025 - ),G. Fisilau,,premiership
J. Forsythe,J. Forsythe,Flanker,Exeter Chiefs,,,,,,,,A,,Exeter Chiefs (2025 - ),,,,Exeter Chiefs (2025 - ),J. Forsythe,,premiership
W. Goodrick-Clarke,W. Goodrick-Clarke,Prop,Exeter Chiefs,,,,,,,,A,,Exeter Chiefs (2025 - ),,,,Exeter Chiefs (2025 - ),W. Goodrick-Clarke,,premiership
L. Gulley,L. Gulley,Hooker,Exeter Chiefs,,,,,,,,A,,Exeter Chiefs (2025 - ),,,,Exeter Chiefs (2025 - ),L. Gulley,,premiership
J. Heaven,J. Heaven,Hooker,Exeter Chiefs,,,,,,,,A,,Exeter Chiefs (2025 - ),,,,Exeter Chiefs (2025 - ),J. Heaven,,premiership
Tom Hooper,Tom Hooper,Flanker,Exeter Chiefs,,,,,,,,A,,Exeter Chiefs (2025 - ),,,,Exeter Chiefs (2025 - ),Tom Hooper,,premiership
J. Iosefa-Scott,J. Iosefa-Scott,Prop,Exeter Chiefs,,,,,,,,A,,Exeter Chiefs (2025 - ),,,,Exeter Chiefs (2025 - ),J. Iosefa-Scott,,premiership
K. James,K. James,Flanker,Exeter Chiefs,,,,,,,,A,,Exeter Chiefs (2025 - ),,,,Exeter Chiefs (2025 - ),K. James,,premiership
Dafydd Jenkins,Dafydd Jenkins,Lock,Exeter Chiefs,,,,,,,,A,,Exeter Chiefs (2025 - ),,,,Exeter Chiefs (2025 - ),Dafydd Jenkins,,premiership
M. Moloney,M. Moloney,Flanker,Exeter Chiefs,,,,,,,,A,,Exeter Chiefs (2025 - ),,,,Exeter Chiefs (2025 - ),M. Moloney,,premiership
K. Mona,K. Mona,Prop,Exeter Chiefs,,,,,,,,A,,Exeter Chiefs (2025 - ),,,,Exeter Chiefs (2025 - ),K. Mona,,premiership
S. Moody,S. Moody,Hooker,Exeter Chiefs,,,,,,,,A,,Exeter Chiefs (2025 - ),,,,Exeter Chiefs (2025 - ),S. Moody,,premiership
M. Norey,M. Norey,Hooker,Exeter Chiefs,,,,,,,,A,,Exeter Chiefs (2025 - ),,,,Exeter Chiefs (2025 - ),M. Norey,,premiership
E. Painter,E. Painter,Prop,Exeter Chiefs,,,,,,,,A,,Exeter Chiefs (2025 - ),,,,Exeter Chiefs (2025 - ),E. Painter,,premiership
L. Pearson,L. Pearson,Lock,Exeter Chiefs,,,,,,,,A,,Exeter Chiefs (2025 - ),,,,Exeter Chiefs (2025 - ),L. Pearson,,premiership
Ethan Roots,Ethan Roots,Flanker,Exeter Chiefs,,,,,,,,A,,Exeter Chiefs (2025 - ),,,,Exeter Chiefs (2025 - ),Ethan Roots,,premiership
J. Roots,J. Roots,Prop,Exeter Chiefs,,,,,,,,A,,Exeter Chiefs (2025 - ),,,,Exeter Chiefs (2025 - ),J. Roots,,premiership
Scott Sio,Scott Sio,Prop,Exeter Chiefs,,,,,,,,A,,Exeter Chiefs (2025 - ),,,,Exeter Chiefs (2025 - ),Scott Sio,,premiership
Bachuki Tchumbadze,Bachuki Tchumbadze,Prop,Exeter Chiefs,,,,,,,,A,,Exeter Chiefs (2025 - ),,,,Exeter Chiefs (2025 - ),Bachuki Tchumbadze,,premiership
Christ Tshiunza,Christ Tshiunza,Lock,Exeter Chiefs,,,,,,,,A,,Exeter Chiefs (2025 - ),,,,Exeter Chiefs (2025 - ),Christ Tshiunza,,premiership
R. Tuima,R. Tuima,Lock,Exeter Chiefs,,,,,,,,A,,Exeter Chiefs (2025 - ),,,,Exeter Chiefs (2025 - ),R. Tuima,,premiership
Ross Vintcent,Ross Vintcent,Flanker,Exeter Chiefs,,,,,,,,A,,Exeter Chiefs (2025 - ),,,,Exeter Chiefs (2025 - ),Ross Vintcent,,premiership
F. Worley-Brady,F. Worley-Brady,Flanker,Exeter Chiefs,,,,,,,,A,,Exeter Chiefs (2025 - ),,,,Exeter Chiefs (2025 - ),F. Worley-Brady,,premiership
J. Yeandle,J. Yeandle,Hooker,Exeter Chiefs,,,,,,,,A,,Exeter Chiefs (2025 - ),,,,Exeter Chiefs (2025 - ),J. Yeandle,,premiership
Andrea Zambonin,Andrea Zambonin,Lock,Exeter Chiefs,,,,,,,,A,,Exeter Chiefs (2025 - ),,,,Exeter Chiefs (2025 - ),Andrea Zambonin,,premiership
I. Akinrowo,I. Akinrowo,Centre,Exeter Chiefs,,,,,,,,A,,Exeter Chiefs (2025 - ),,,,Exeter Chiefs (2025 - ),I. Akinrowo,,premiership
N. Allison,N. Allison,Centre,Exeter Chiefs,,,,,,,,A,,Exeter Chiefs (2025 - ),,,,Exeter Chiefs (2025 - ),N. Allison,,premiership
H. Ascherl,H. Ascherl,Centre,Exeter Chiefs,,,,,,,,A,,Exeter Chiefs (2025 - ),,,,Exeter Chiefs (2025 - ),H. Ascherl,,premiership
O. Batson,O. Batson,Centre,Exeter Chiefs,,,,,,,,A,,Exeter Chiefs (2025 - ),,,,Exeter Chiefs (2025 - ),O. Batson,,premiership
