name_en,name_jp,title,representative_team,latest_caps,last_club,tournaments,league
Darren Cave,,Darren Cave,Ireland,10,Ulster,Rugby World Cup 2015,international
Darryl de la Harpe,,Darryl de la Harpe,Namibia,48,Western Suburbs,"Rugby World Cup 2011, Rugby World Cup 2015, Rugby World Cup 2019",international
Dave Callam,,Dave Callam,Scotland,9,Edinburgh,Rugby World Cup 2007,international
Dave Cherry,,Dave Cherry,Scotland,11,Edinburgh,"Rugby World Cup 2023, Six Nations 2025",top14
Dave Kearney,,Dave Kearney,Ireland,10,Leinster,Rugby World Cup 2015,international
Dave Kilcoyne,,Dave Kilcoyne,Ireland,52,Munster,"Rugby World Cup 2019, Rugby World Cup 2023",international
Dave Porecki,,Dave Porecki,Australia,15,NSW Waratahs,Rugby World Cup 2023,international
Dave Sisi,,Dave Sisi,Italy,28,Zebre,"Rugby World Cup 2019, Rugby World Cup 2023",international
Dave Spicer,,Dave Spicer,Canada,8,University of Victoria,Rugby World Cup 2007,international
Dave Wilson,,Dave Wilson,England,18,Bath,Rugby World Cup 2011,international
David Ainuu,,David Ainuu,Player representation by nation,0,David Ainuu,Rugby World Cup 2019,international
David Ainuʻu,,David Ainuʻu,United States,8,Toulouse,Rugby World Cup 2019,international
David Biddle,,David Biddle,Canada,1,Meralomas,Rugby World Cup 2007,international
David Bortolussi,,David Bortolussi,Italy,10,Montpellier Hérault,Rugby World Cup 2007,international
David Costa,,David Costa,Portugal,25,Direito,Rugby World Cup 2023,international
David Denton,,David Denton,Scotland,28,Edinburgh,Rugby World Cup 2015,international
David Halaifonua,,David Halaifonua,Tonga,33,Gloucester,"Rugby World Cup 2015, Rugby World Cup 2019",international
David Havili,,David Havili,New Zealand,25,Crusaders / Tasman,Rugby World Cup 2023,nan
David Khinchaguishvili,,David Khinchaguishvili,Georgia,15,Bourgoin,Rugby World Cup 2007,international
David Lemi,,David Lemi,Samoa,29,Bristol,"Rugby World Cup 2007, Rugby World Cup 2011",international
David Marty,,David Marty,France,34,Perpignan,"Rugby World Cup 2007, Rugby World Cup 2011",international
David Mateus,,David Mateus,Portugal,15,Belenenses,Rugby World Cup 2007,international
David Penalva,,David Penalva,Portugal,18,Blagnac,Rugby World Cup 2007,international
David Philander,,David Philander,Namibia,23,United,"Rugby World Cup 2011, Rugby World Cup 2015",international
David Pocock,,David Pocock,Australia,78,Western Force,"Rugby World Cup 2011, Rugby World Cup 2015, Rugby World Cup 2019",international
David Ribbans,,David Ribbans,England,8,Toulon,Rugby World Cup 2023,top14
David Skrela,,David Skrela,France,22,Stade Français,"Rugby World Cup 2007, Rugby World Cup 2011",international
David Wallace,,David Wallace,Ireland,37,Munster,Rugby World Cup 2007,international
David Wallis,,David Wallis,Portugal,20,Belenenses,Rugby World Cup 2023,international
David Wilson,,David Wilson,England,43,Bath,Rugby World Cup 2015,international
Davide Giazzon,,Davide Giazzon,Italy,21,Benetton Treviso,Rugby World Cup 2015,international
Davit Kacharava,,Davit Kacharava,Georgia,116,Bastia,"Rugby World Cup 2007, Rugby World Cup 2011, Rugby World Cup 2015, Rugby World Cup 2019",international
Davit Khinchagishvili,,Davit Khinchagishvili,Georgia,35,Brive,Rugby World Cup 2011,international
Davit Kubriashvili,,Davit Kubriashvili,Georgia,40,Toulon,"Rugby World Cup 2011, Rugby World Cup 2015",international
Davit Niniashvili,,Davit Niniashvili,Georgia,23,Lyon,Rugby World Cup 2023,top14
Davit Zirakashvili,,Davit Zirakashvili,Georgia,50,Clermont,"Rugby World Cup 2007, Rugby World Cup 2011, Rugby World Cup 2015",international
Deacon Manu,,Deacon Manu,Fiji,9,Scarlets,Rugby World Cup 2011,international
Dean Budd,,Dean Budd,Italy,23,Benetton,Rugby World Cup 2019,international
Dean Mumm,,Dean Mumm,Australia,37,Waratahs,Rugby World Cup 2015,international
Delon Armitage,,Delon Armitage,England,21,London Irish,Rugby World Cup 2011,international
Demba Bamba,,Demba Bamba,France,6,Lyon,Rugby World Cup 2019,top14
Demur Tapladze,,Demur Tapladze,Georgia,28,Black Lion,Rugby World Cup 2023,international
Denis Antonov,,Denis Antonov,Russia,2,Slava Moscow,Rugby World Cup 2011,international
Denis Hickie,,Denis Hickie,Ireland,58,Leinster,Rugby World Cup 2007,international
Denis Leamy,,Denis Leamy,Ireland,52,Munster,"Rugby World Cup 2007, Rugby World Cup 2011",international
Denis Simplikevich,,Denis Simplikevich,Russia,28,Enisey-STM,"Rugby World Cup 2011, Rugby World Cup 2019",international
Deon Fourie,,Deon Fourie,South Africa,7,Stormers,Rugby World Cup 2023,urc
Deon Mouton,,Deon Mouton,Namibia,23,Reho Falcons,Rugby World Cup 2007,international
Derek Daypuck,,Derek Daypuck,Canada,16,Castaway Wanderers,Rugby World Cup 2007,international
Des Sethie,,Des Sethie,Namibia,17,Welwitschias,"Rugby World Cup 2019, Rugby World Cup 2023",international
Devin Toner,,Devin Toner,Ireland,27,Leinster,Rugby World Cup 2015,international
Dewi Lake,,Dewi Lake,Call-ups,18,Ospreys,Six Nations 2025,urc
Dewi Lake,,Dewi Lake,Wales,9,Ospreys,Rugby World Cup 2023,urc
Diarmuid Mangan,,Diarmuid Mangan,Call-ups,0,Leinster,Six Nations 2025,urc
Diego Arbelo,,Diego Arbelo,Uruguay,18,MVCC,"Rugby World Cup 2019, Rugby World Cup 2023",international
Diego Escobar,,Diego Escobar,Chile,5,Selknam,Rugby World Cup 2023,top14
Diego Magno,,Diego Magno,Uruguay,90,Montevideo,"Rugby World Cup 2015, Rugby World Cup 2019",international
Digby Ioane,,Digby Ioane,Australia,15,Reds,Rugby World Cup 2011,international
Dillon Lewis,,Dillon Lewis,Call-ups,54,Harlequins,Six Nations 2024,urc
Dillon Lewis,,Dillon Lewis,Wales,51,Cardiff Blues,"Rugby World Cup 2019, Rugby World Cup 2023",urc
Dimitri Basilaia,,Dimitri Basilaia,Georgia,16,Aubenas,Rugby World Cup 2011,international
Dimitri Szarzewski,,Dimitri Szarzewski,France,81,Stade Français,"Rugby World Cup 2007, Rugby World Cup 2011, Rugby World Cup 2015",international
Dimitri Yachvili,,Dimitri Yachvili,France,52,Biarritz,"Rugby World Cup 2007, Rugby World Cup 2011",international
Dino Lamb,,Dino Lamb,Italy,10,Harlequins,"Rugby World Cup 2023, Six Nations 2025",league-one
Diogo Coutinho,,Diogo Coutinho,Portugal,28,Direito,Rugby World Cup 2007,international
Diogo Gama,,Diogo Gama,Portugal,10,Benfica,Rugby World Cup 2007,international
Diogo Hasse Ferreira,,Diogo Hasse Ferreira,Portugal,37,Dax,Rugby World Cup 2023,international
Diogo Mateus,,Diogo Mateus,Portugal,48,Belenenses,Rugby World Cup 2007,international
Divan Rossouw,,Divan Rossouw,Namibia,6,Krasny Yar,Rugby World Cup 2023,international
Djustice Sears-Duru,,Djustice Sears-Duru,Canada,49,Ontario Blues,"Rugby World Cup 2015, Rugby World Cup 2019",international
Djustice Sears-Duru,,Djustice Sears-Duru,Player representation by league,0,Djustice Sears-Duru,Rugby World Cup 2015,international
Dmitry Gerasimov,,Dmitry Gerasimov,Russia,64,Enisey-STM,Rugby World Cup 2019,international
Dmitry Perov,,Dmitry Perov,Russia,10,VVA-Podmoskovye,Rugby World Cup 2019,international
Domingo Kamonga,,Domingo Kamonga,Namibia,0,United Rugby Club,Rugby World Cup 2007,international
Domingo Saavedra,,Domingo Saavedra,Chile,24,Selknam,Rugby World Cup 2023,international
Dominic Day,,Dominic Day,Squad caps,1051,Dominic Day Tomas Francis Ross Moriarty,Rugby World Cup 2015,international
Dominic Day,,Dominic Day,Wales,2,Bath,Rugby World Cup 2015,international
Dominiko Waqaniburotu,,Dominiko Waqaniburotu,Fiji,45,Fraser Tech,"Rugby World Cup 2011, Rugby World Cup 2015, Rugby World Cup 2019",international
Donnacha Ryan,,Donnacha Ryan,Ireland,31,Munster,"Rugby World Cup 2011, Rugby World Cup 2015",international
Donncha O'Callaghan,,Donncha O'Callaghan,Ireland,74,Munster,"Rugby World Cup 2007, Rugby World Cup 2011",international
Dorian Aldegheri,,Dorian Aldegheri,France,19,Toulouse,"Rugby World Cup 2023, Six Nations 2024, Six Nations 2025",top14
Doug Howlett,,Doug Howlett,New Zealand,59,Auckland,Rugby World Cup 2007,international
Doug Wooldridge,,Doug Wooldridge,Canada,19,Ontario Blues,Rugby World Cup 2015,international
Dougie Hall,,Dougie Hall,Scotland,36,Glasgow Warriors,Rugby World Cup 2011,international
Dragoș Ser,,Dragoș Ser,Romania,15,Steaua București,Rugby World Cup 2023,international
Drew Mitchell,,Drew Mitchell,Australia,65,Western Force,"Rugby World Cup 2007, Rugby World Cup 2015",international
Du Preez Grobler,,Du Preez Grobler,Namibia,23,United Rugby Club,Rugby World Cup 2007,international
Duane Vermeulen,,Duane Vermeulen,South Africa,70,Toulon,"Rugby World Cup 2015, Rugby World Cup 2019, Rugby World Cup 2023",international
Duarte Cardoso Pinto,,Duarte Cardoso Pinto,Portugal,25,Agronomia,Rugby World Cup 2007,international
Duarte Diniz,,Duarte Diniz,Portugal,35,Direito,Rugby World Cup 2023,international
Duarte Figueiredo,,Duarte Figueiredo,Portugal,3,CDUL,Rugby World Cup 2007,international
Duarte Torgal,,Duarte Torgal,Portugal,19,Direito,Rugby World Cup 2023,international
Duhan van der Merwe,,Duhan van der Merwe,Scotland,44,Edinburgh,"Rugby World Cup 2023, Six Nations 2024, Six Nations 2025",urc
Duncan Jones,,Duncan Jones,Wales,38,Ospreys,Rugby World Cup 2007,international
Duncan Paia'aua,,Duncan Paia'aua,Samoa,6,Toulon,Rugby World Cup 2023,top14
Duncan Taylor,,Duncan Taylor,Scotland,23,Saracens,Rugby World Cup 2019,international
Duncan Weir,,Duncan Weir,Scotland,19,Glasgow Warriors,Rugby World Cup 2015,urc
Dwayne Peel,,Dwayne Peel,Wales,53,Llanelli Scarlets,Rugby World Cup 2007,international
Dwayne Polataivao,,Dwayne Polataivao,Samoa,13,Unattached,Rugby World Cup 2019,international
Dylan Fawsitt,,Dylan Fawsitt,United States,12,Rugby United New York,Rugby World Cup 2019,international
Dylan Hartley,,Dylan Hartley,England,29,Northampton Saints,Rugby World Cup 2011,international
Dylan Richardson,,Dylan Richardson,Scotland,6,Sharks,Six Nations 2025,urc
Dylan Riley,,Dylan Riley,Japan,14,Saitama Wild Knights,Rugby World Cup 2023,league-one
Dănuț Dumbravă,,Dănuț Dumbravă,Romania,72,Steaua Bucharest,"Rugby World Cup 2007, Rugby World Cup 2011, Rugby World Cup 2015",international
Eben Etzebeth,,Eben Etzebeth,South Africa,113,Stormers,"Rugby World Cup 2015, Rugby World Cup 2019, Rugby World Cup 2023",urc
Ed Fairhurst,,Ed Fairhurst,Canada,51,Cornish Pirates,"Rugby World Cup 2007, Rugby World Cup 2011",international
Ed Fairhurst,,Ed Fairhurst,Squad caps,475,Ed Fairhurst,Rugby World Cup 2011,international
Ed Fidow,,Ed Fidow,Samoa,19,Worcester Warriors,"Rugby World Cup 2019, Rugby World Cup 2023",international
Eddie James,,Eddie James,Wales,3,Scarlets,Six Nations 2025,urc
Eddy Ben Arous,,Eddy Ben Arous,France,7,Racing,Rugby World Cup 2015,international
Edoardo Gori,,Edoardo Gori,Italy,43,Benetton Treviso,"Rugby World Cup 2011, Rugby World Cup 2015",international
Edoardo Iachizzi,,Edoardo Iachizzi,Italy,6,Benetton,Six Nations 2024,top14
Edoardo Padovani,,Edoardo Padovani,Italy,23,Zebre,Rugby World Cup 2019,international
Eduardo Bello,,Eduardo Bello,Argentina,14,Newcastle Falcons,Rugby World Cup 2023,premiership
Eiji Ando,,Eiji Ando,Japan,12,Green Rockets,Rugby World Cup 2007,international
Eli Walker,,Eli Walker,Wales,1,Ospreys,Rugby World Cup 2015,international
Eliota Fuimaono-Sapolu,,Eliota Fuimaono-Sapolu,Samoa,19,Bath,"Rugby World Cup 2007, Rugby World Cup 2011",international
Elliot Daly,,Elliot Daly,England,69,Saracens,"Rugby World Cup 2019, Rugby World Cup 2023, Six Nations 2024, Six Nations 2025",international
Elliot Dee,,Elliot Dee,Wales,51,Dragons,"Rugby World Cup 2019, Rugby World Cup 2023, Six Nations 2024, Six Nations 2025",urc
Elliot Millar-Mills,,Elliot Millar-Mills,Call-ups,0,Northampton Saints,Six Nations 2024,international
Ellis Bevan,,Ellis Bevan,Wales,6,Cardiff,Six Nations 2025,international
Ellis Genge,,Ellis Genge,England,62,Leicester Tigers,"Rugby World Cup 2019, Rugby World Cup 2023, Six Nations 2024, Six Nations 2025",premiership
Ellis Mee,,Ellis Mee,Wales,0,Scarlets,Six Nations 2025,urc
Elton Jantjies,,Elton Jantjies,South Africa,35,Lions,Rugby World Cup 2019,international
Elvis Seveali'i,,Elvis Seveali'i,Samoa,19,Sale Sharks,Rugby World Cup 2007,international
Elvis Taione,,Elvis Taione,Tonga,18,Exeter Chiefs,Rugby World Cup 2015,international
Emerick Setiano,,Emerick Setiano,France,3,Toulon,Rugby World Cup 2019,top14
Emile Wessels,,Emile Wessels,Namibia,0,Tuggeranong Vikings,Rugby World Cup 2007,international
Emiliano Boffelli,,Emiliano Boffelli,Argentina,53,Jaguares,"Rugby World Cup 2019, Rugby World Cup 2023",international
Emmanuel Meafou,,Emmanuel Meafou,France,5,Toulouse,"Six Nations 2024, Six Nations 2025",top14
Emoni Narawa,,Emoni Narawa,New Zealand,1,Chiefs / Bay of Plenty,Rugby World Cup 2023,nan
Emoni Narawa,,Emoni Narawa,Squad caps,1524,Emoni Narawa,Rugby World Cup 2023,nan
Emosi Kauhenga,,Emosi Kauhenga,Tonga,4,Tau'uta Reds,Rugby World Cup 2007,international
Emosi Tuqiri,,Emosi Tuqiri,Fiji,0,Fijian Drua,Rugby World Cup 2023,nan
Enele Taufa,,Enele Taufa,Tonga,0,Tau'uta Reds,Rugby World Cup 2007,international
England,,England,Overview,0,Owen Farrell,Rugby World Cup 2019,international
Eniell Buitendag,,Eniell Buitendag,Namibia,13,Wanderers,Rugby World Cup 2015,international
Enrico Bacchin,,Enrico Bacchin,Italy,3,Benetton Treviso,Rugby World Cup 2015,international
Enrique Pieretto,,Enrique Pieretto,Argentina,23,Jaguares,Rugby World Cup 2019,international
Eoin Reddan,,Eoin Reddan,Ireland,64,Wasps,"Rugby World Cup 2007, Rugby World Cup 2011, Rugby World Cup 2015",international
Ephraim Taukafa,,Ephraim Taukafa,Tonga,30,Lyon,"Rugby World Cup 2007, Rugby World Cup 2011",international
Epi Taione,,Epi Taione,Tonga,11,Sharks,Rugby World Cup 2007,international
Ere Enari,,Ere Enari,Samoa,7,Moana Pasifika,Rugby World Cup 2023,nan
Eric Dosantos,,Eric Dosantos,Uruguay,16,Peñarol,Rugby World Cup 2023,international
Eric Fry,,Eric Fry,United States,45,Las Vegas,"Rugby World Cup 2011, Rugby World Cup 2015, Rugby World Cup 2019",international
Eric Howard,,Eric Howard,Canada,23,New Orleans Gold,Rugby World Cup 2019,international
Eroni Mawi,,Eroni Mawi,Fiji,25,Fijian Latui,"Rugby World Cup 2019, Rugby World Cup 2023",premiership
Esteban Abadie,,Esteban Abadie,France,1,Toulon,"Six Nations 2024, Six Nations 2025",top14
Esteban Inostroza,,Esteban Inostroza,Chile,1,Selknam,Rugby World Cup 2023,international
Esteban Lozada,,Esteban Lozada,Argentina,4,CASI,Rugby World Cup 2007,international
Ethan Blackadder,,Ethan Blackadder,New Zealand,9,Crusaders / Tasman,Rugby World Cup 2023,nan
Ethan Roots,,Ethan Roots,England,0,Exeter Chiefs,Six Nations 2024,premiership
Ethan de Groot,,Ethan de Groot,New Zealand,17,Highlanders / Southland,Rugby World Cup 2023,nan
Euan Murray,,Euan Murray,Scotland,39,Northampton,"Rugby World Cup 2007, Rugby World Cup 2011",international
Eugen Căpățână,,Eugen Căpățână,Romania,18,Timișoara Saracens,Rugby World Cup 2015,international
Eugene Jantjies,,Eugene Jantjies,Namibia,67,Western Suburbs,"Rugby World Cup 2007, Rugby World Cup 2011, Rugby World Cup 2015, Rugby World Cup 2019",international
Eusebio Guiñazú,,Eusebio Guiñazú,Argentina,12,Agen,Rugby World Cup 2007,international
Evan Lloyd,,Evan Lloyd,Wales,5,Cardiff,"Six Nations 2024, Six Nations 2025",urc
Evan Olmstead,,Evan Olmstead,Canada,31,Greater Sydney Rams,"Rugby World Cup 2015, Rugby World Cup 2019",international
Evan Olmstead,,Evan Olmstead,Squad caps,692,Evan Olmstead,Rugby World Cup 2015,international
Evgeny Elgin,,Evgeny Elgin,Russia,24,Enisey-STM,Rugby World Cup 2019,international
Evgeny Matveev,,Evgeny Matveev,Russia,58,VVA Podmoskovye,"Rugby World Cup 2011, Rugby World Cup 2019",international
Ewan Ashman,,Ewan Ashman,Scotland,22,Edinburgh,"Rugby World Cup 2023, Six Nations 2024, Six Nations 2025",urc
Ezio Galon,,Ezio Galon,Italy,11,Overmach Parma,Rugby World Cup 2007,international
Fa'atoina Autagavaia,,Fa'atoina Autagavaia,Samoa,16,Nevers,Rugby World Cup 2015,international
Fabien Barcella,,Fabien Barcella,France,13,Biarritz,Rugby World Cup 2011,international
Fabien Brau-Boirie,,Fabien Brau-Boirie,Call-ups,0,Pau,Six Nations 2025,top14
Fabien Pelous,,Fabien Pelous,France,113,Toulouse,Rugby World Cup 2007,international
Fabio Ongaro,,Fabio Ongaro,Italy,77,Saracens,"Rugby World Cup 2007, Rugby World Cup 2011",international
Fabio Semenzato,,Fabio Semenzato,Italy,5,Benetton Treviso,Rugby World Cup 2011,international
Fabrice Estebanez,,Fabrice Estebanez,France,5,Racing Métro,Rugby World Cup 2011,international
Facundo Gattas,,Facundo Gattas,Uruguay,39,Hindú,"Rugby World Cup 2019, Rugby World Cup 2023",international
Facundo Isa,,Facundo Isa,Argentina,47,UAR,"Rugby World Cup 2015, Rugby World Cup 2023",top14
Faf de Klerk,,Faf de Klerk,South Africa,49,Sale Sharks,"Rugby World Cup 2019, Rugby World Cup 2023",league-one
Faifili Levave,,Faifili Levave,Samoa,6,Unattached,Rugby World Cup 2015,international
Feao Fotuaika,,Feao Fotuaika,Tonga,5,Lyon,Rugby World Cup 2023,nan
Federico Favaro,,Federico Favaro,Uruguay,30,Old Christians,Rugby World Cup 2019,international
Federico Martín Aramburú,,Federico Martín Aramburú,Argentina,12,Perpignan,Rugby World Cup 2007,international
Federico Mori,,Federico Mori,Italy,13,Bayonne,Six Nations 2024,top14
Federico Ruzza,,Federico Ruzza,Italy,60,Benetton,"Rugby World Cup 2019, Rugby World Cup 2023, Six Nations 2024, Six Nations 2025",urc
Federico Serra Miras,,Federico Serra Miras,Argentina,7,SIC,Rugby World Cup 2007,international
Federico Todeschini,,Federico Todeschini,Argentina,15,Montpellier,Rugby World Cup 2007,international
Federico Zani,,Federico Zani,Italy,23,Benetton,"Rugby World Cup 2019, Rugby World Cup 2023",international
Felipe Aliaga,,Felipe Aliaga,Uruguay,5,Peñarol,Rugby World Cup 2023,international
Felipe Arcos Pérez,,Felipe Arcos Pérez,Uruguay,9,Old Boys,Rugby World Cup 2023,international
Felipe Berchesi,,Felipe Berchesi,Uruguay,45,Carcassonne,"Rugby World Cup 2015, Rugby World Cup 2019, Rugby World Cup 2023",international
Felipe Contepomi,,Felipe Contepomi,Argentina,71,Leinster,"Rugby World Cup 2007, Rugby World Cup 2011",international
Felipe Echeverry,,Felipe Echeverry,Uruguay,2,Carrasco Polo,Rugby World Cup 2019,international
Felipe Etcheverry,,Felipe Etcheverry,Uruguay,20,Peñarol,Rugby World Cup 2023,international
Felipe Ezcurra,,Felipe Ezcurra,Argentina,5,Hindú,Rugby World Cup 2019,international
Fergus Burke,,Fergus Burke,Scotland,0,Saracens,Six Nations 2025,premiership
Fergus McFadden,,Fergus McFadden,Ireland,4,Leinster,Rugby World Cup 2011,international
Fergus Thomson,,Fergus Thomson,Scotland,2,Glasgow,Rugby World Cup 2007,international
Fernando Bascou,,Fernando Bascou,Uruguay,25,Pucaru Stade Gaulois,Rugby World Cup 2015,international
Fetuli Paea,,Fetuli Paea,Tonga,2,Tasman,Rugby World Cup 2019,urc
Fetuʻu Vainikolo,,Fetuʻu Vainikolo,Tonga,22,Connacht,"Rugby World Cup 2011, Rugby World Cup 2015",international
Fifita Mounga,,Fifita Mounga,United States,17,San Francisco Golden Gate,Rugby World Cup 2007,international
Fiji,,Fiji,Overview,0,Dominiko Waqaniburotu,Rugby World Cup 2019,international
Filipo Levi,,Filipo Levi,Samoa,24,Nottingham,Rugby World Cup 2011,international
Filipo Nakosi,,Filipo Nakosi,Fiji,1,Castres,Rugby World Cup 2019,international
Filipo Nakosi,,Filipo Nakosi,Squad caps,651,Filipo Nakosi,Rugby World Cup 2019,international
Filo Paulo,,Filo Paulo,Samoa,34,Benetton Treviso,"Rugby World Cup 2015, Rugby World Cup 2019",international
Fin Baxter,,Fin Baxter,England,6,Harlequins,Six Nations 2025,international
Fin Smith,,Fin Smith,England,6,Northampton Saints,"Six Nations 2024, Six Nations 2025",premiership
Finau Maka,,Finau Maka,Tonga,5,Toulouse,"Rugby World Cup 2007, Rugby World Cup 2011",international
Fine Inisi,,Fine Inisi,Tonga,7,Moana Pasifika,Rugby World Cup 2023,urc
Finlay Bealham,,Finlay Bealham,Ireland,51,Connacht,"Rugby World Cup 2023, Six Nations 2024, Six Nations 2025",urc
Finlay Christie,,Finlay Christie,New Zealand,17,Blues / Tasman,Rugby World Cup 2023,nan
Finn Russell,,Finn Russell,Scotland,82,Glasgow Warriors,"Rugby World Cup 2015, Rugby World Cup 2019, Rugby World Cup 2023, Six Nations 2024, Six Nations 2025",premiership
Fletcher Newell,,Fletcher Newell,New Zealand,8,Crusaders / Canterbury,Rugby World Cup 2023,nan
Florian Roșu,,Florian Roșu,Romania,13,Știința Baia Mare,Rugby World Cup 2023,international
Florin Bărdașu,,Florin Bărdașu,Romania,12,Steaua București,Rugby World Cup 2023,international
Florin Corodeanu,,Florin Corodeanu,Romania,50,Grenoble,Rugby World Cup 2007,international
Florin Ioniță,,Florin Ioniță,Romania,17,Steaua București,Rugby World Cup 2015,international
Florin Surugiu,,Florin Surugiu,Romania,103,CSM București,"Rugby World Cup 2011, Rugby World Cup 2015, Rugby World Cup 2023",international
Florin Vlaicu,,Florin Vlaicu,Romania,81,Steaua Bucharest,"Rugby World Cup 2007, Rugby World Cup 2011, Rugby World Cup 2015",international
Folau Fainga'a,,Folau Fainga'a,Australia,11,Brumbies,Rugby World Cup 2019,nan
Folau Niua,,Folau Niua,United States,15,USA Sevens,Rugby World Cup 2015,international
Fonovai Tangimana,,Fonovai Tangimana,Romania,22,Steaua București,Rugby World Cup 2023,international
Fosi Pala'amo,,Fosi Pala'amo,Samoa,1,Leeds,Rugby World Cup 2007,international
Fotu Lokotui,,Fotu Lokotui,Tonga,9,Kagifa Samoa,Rugby World Cup 2019,international
Fourie du Preez,,Fourie du Preez,South Africa,70,Bulls,"Rugby World Cup 2007, Rugby World Cup 2011, Rugby World Cup 2015",international
France,,France,Overview,0,Guilhem Guirado,Rugby World Cup 2019,international
Francesco Minto,,Francesco Minto,Italy,19,Benetton Treviso,Rugby World Cup 2015,international
Francisco Bruno,,Francisco Bruno,Portugal,24,Direito,Rugby World Cup 2023,international
Francisco Bulanti,,Francisco Bulanti,Uruguay,22,Trébol de Paysandú,Rugby World Cup 2015,international
Francisco Fernandes,,Francisco Fernandes,Portugal,44,Béziers,Rugby World Cup 2023,international
Francisco Gómez Kodela,,Francisco Gómez Kodela,Argentina,31,Lyon,Rugby World Cup 2023,international
Francisco Urroz,,Francisco Urroz,Chile,11,Selknam,Rugby World Cup 2023,international
Franco Lamanna,,Franco Lamanna,Uruguay,44,Carrasco Polo,"Rugby World Cup 2015, Rugby World Cup 2019",international
Franco Mostert,,Franco Mostert,South Africa,67,Gloucester,"Rugby World Cup 2019, Rugby World Cup 2023",league-one
Franco Sbaraglini,,Franco Sbaraglini,Italy,5,Benetton Treviso,Rugby World Cup 2011,international
Franco Velarde,,Franco Velarde,Chile,16,VOBGS,Rugby World Cup 2023,international
Francois Hougaard,,Francois Hougaard,South Africa,10,Bulls,Rugby World Cup 2011,international
Francois Louw,,Francois Louw,South Africa,69,Bath,"Rugby World Cup 2011, Rugby World Cup 2015, Rugby World Cup 2019",international
Francois Viljoen,,Francois Viljoen,United States,18,Belmont Shore,Rugby World Cup 2007,international
Frank Lomani,,Frank Lomani,Fiji,26,Fijian Latui,"Rugby World Cup 2019, Rugby World Cup 2023",nan
Frank Walsh,,Frank Walsh,Canada,4,The Rock,Rugby World Cup 2011,international
Frankie Sheahan,,Frankie Sheahan,Ireland,28,Munster,Rugby World Cup 2007,international
Frans Malherbe,,Frans Malherbe,South Africa,63,Stormers,"Rugby World Cup 2015, Rugby World Cup 2019, Rugby World Cup 2023",urc
François Carlo Mey,,François Carlo Mey,Call-ups,0,Clermont,Six Nations 2024,international
François Cros,,François Cros,France,34,Toulouse,"Rugby World Cup 2023, Six Nations 2024, Six Nations 2025",top14
François Steyn,,François Steyn,South Africa,61,Sharks,"Rugby World Cup 2007, Rugby World Cup 2011, Rugby World Cup 2019",international
François Trinh-Duc,,François Trinh-Duc,France,29,Montpellier,Rugby World Cup 2011,international
Fraser Brown,,Fraser Brown,Scotland,42,Glasgow Warriors,"Rugby World Cup 2015, Rugby World Cup 2019",international
Fraser Dingwall,,Fraser Dingwall,England,2,Northampton Saints,"Six Nations 2024, Six Nations 2025",premiership
Fraser McReight,,Fraser McReight,Australia,13,Queensland Reds,Rugby World Cup 2023,nan
Freddie Steward,,Freddie Steward,England,35,Leicester Tigers,"Rugby World Cup 2023, Six Nations 2024, Six Nations 2025",premiership
Freddie Thomas,,Freddie Thomas,Wales,1,Gloucester,Six Nations 2025,premiership
Frederico Sousa,,Frederico Sousa,Portugal,38,Direito,Rugby World Cup 2007,international
Fritz Lee,,Fritz Lee,Samoa,7,Clermont,Rugby World Cup 2023,international
Frédéric Michalak,,Frédéric Michalak,France,73,Toulouse,"Rugby World Cup 2007, Rugby World Cup 2015",international
Fulgence Ouedraogo,,Fulgence Ouedraogo,France,37,Montpellier,"Rugby World Cup 2011, Rugby World Cup 2015",international
Fumiaki Tanaka,,Fumiaki Tanaka,Japan,70,Panasonic Wild Knights,"Rugby World Cup 2011, Rugby World Cup 2015, Rugby World Cup 2019",international
Gabin Villière,,Gabin Villière,France,18,Toulon,"Rugby World Cup 2023, Six Nations 2025",top14
Gabiriele Lovobalavu,,Gabiriele Lovobalavu,Fiji,20,Warriors,"Rugby World Cup 2007, Rugby World Cup 2011, Rugby World Cup 2015",international
Gabriel Brezoianu,,Gabriel Brezoianu,Romania,65,Racing Métro,Rugby World Cup 2007,international
Gabriel Pop,,Gabriel Pop,Romania,5,Dinamo București,Rugby World Cup 2023,international
Gabriel Rupanu,,Gabriel Rupanu,Romania,21,Timișoara,Rugby World Cup 2023,international
Gareth Anscombe,,Gareth Anscombe,Call-ups,39,Gloucester,Six Nations 2025,top14
Gareth Anscombe,,Gareth Anscombe,Wales,35,Cardiff Blues,"Rugby World Cup 2015, Rugby World Cup 2023",top14
Gareth Cooper,,Gareth Cooper,Wales,34,Gloucester,Rugby World Cup 2007,international
Gareth Davies,,Gareth Davies,Wales,74,Scarlets,"Rugby World Cup 2015, Rugby World Cup 2019, Rugby World Cup 2023, Six Nations 2024",urc
Gareth Thomas,,Gareth Thomas,Wales,95,Cardiff Blues,"Rugby World Cup 2007, Rugby World Cup 2023, Six Nations 2024, Six Nations 2025",urc
Garry Ringrose,,Garry Ringrose,Ireland,67,Leinster,"Rugby World Cup 2019, Rugby World Cup 2023, Six Nations 2024, Six Nations 2025",urc
Gary Botha,,Gary Botha,South Africa,9,Bulls,Rugby World Cup 2007,international
